m,n,k,p,algorithm,time,case
23094,23094,23094,288,COSMA (this work) ,3148.642,memory_p1
23094,23094,23094,288,COSMA (this work) ,3405.6739999999995,memory_p1
29439,29439,29439,468,COSMA (this work) ,4684.45,memory_p1
29439,29439,29439,468,COSMA (this work) ,4824.983499999999,memory_p1
29439,29439,29439,468,COSMA (this work) ,4309.6939999999995,memory_p1
31622,31622,31622,512,COSMA (this work) ,4681.599999999999,memory_p1
31622,31622,31622,512,COSMA (this work) ,4494.335999999999,memory_p1
31622,31622,31622,512,COSMA (this work) ,4447.5199999999995,memory_p1
32659,32659,32659,576,COSMA (this work) ,4940.95,memory_p1
32659,32659,32659,576,COSMA (this work) ,4792.7215,memory_p1
32659,32659,32659,576,COSMA (this work) ,4595.0835,memory_p1
40824,40824,40824,900,COSMA (this work) ,6137.95,memory_p1
40824,40824,40824,900,COSMA (this work) ,6015.191,memory_p1
40824,40824,40824,900,COSMA (this work) ,5708.2935,memory_p1
42426,42426,42426,972,COSMA (this work) ,5816.849999999999,memory_p1
42426,42426,42426,972,COSMA (this work) ,5584.1759999999995,memory_p1
42426,42426,42426,972,COSMA (this work) ,6224.0295,memory_p1
43969,43969,43969,1024,COSMA (this work) ,6176.9,memory_p1
43969,43969,43969,1024,COSMA (this work) ,6423.976,memory_p1
43969,43969,43969,1024,COSMA (this work) ,6732.821,memory_p1
46188,46188,46188,1152,COSMA (this work) ,6213.0,memory_p1
46188,46188,46188,1152,COSMA (this work) ,6088.74,memory_p1
46188,46188,46188,1152,COSMA (this work) ,6772.17,memory_p1
49665,49665,49665,1332,COSMA (this work) ,7292.2,memory_p1
49665,49665,49665,1332,COSMA (this work) ,7365.121999999999,memory_p1
49665,49665,49665,1332,COSMA (this work) ,7948.498,memory_p1
61644,61644,61644,2048,COSMA (this work) ,9451.55,memory_p1
61644,61644,61644,2048,COSMA (this work) ,9640.581,memory_p1
61644,61644,61644,2048,COSMA (this work) ,8600.9105,memory_p1
63770,63770,63770,2196,COSMA (this work) ,9400.25,memory_p1
63770,63770,63770,2196,COSMA (this work) ,9776.26,memory_p1
63770,63770,63770,2196,COSMA (this work) ,8554.2275,memory_p1
65319,65319,65319,2304,COSMA (this work) ,8701.05,memory_p1
65319,65319,65319,2304,COSMA (this work) ,8962.081499999998,memory_p1
65319,65319,65319,2304,COSMA (this work) ,8091.976499999999,memory_p1
73484,73484,73484,2916,COSMA (this work) ,11690.699999999999,memory_p1
73484,73484,73484,2916,COSMA (this work) ,11223.071999999998,memory_p1
73484,73484,73484,2916,COSMA (this work) ,10638.536999999998,memory_p1
78740,78740,78740,3348,COSMA (this work) ,13840.55,memory_p1
78740,78740,78740,3348,COSMA (this work) ,13702.144499999999,memory_p1
78740,78740,78740,3348,COSMA (this work) ,15086.199499999999,memory_p1
87177,87177,87177,4096,COSMA (this work) ,14942.55,memory_p1
87177,87177,87177,4096,COSMA (this work) ,14793.1245,memory_p1
87177,87177,87177,4096,COSMA (this work) ,15988.528499999999,memory_p1
92376,92376,92376,4608,COSMA (this work) ,18211.5,memory_p1
92376,92376,92376,4608,COSMA (this work) ,17665.155,memory_p1
92376,92376,92376,4608,COSMA (this work) ,19486.305,memory_p1
115758,115758,115758,7236,COSMA (this work) ,24687.649999999998,memory_p1
115758,115758,115758,7236,COSMA (this work) ,24193.896999999997,memory_p1
115758,115758,115758,7236,COSMA (this work) ,26415.785499999998,memory_p1
120000,120000,120000,7776,COSMA (this work) ,26283.649999999998,memory_p1
120000,120000,120000,7776,COSMA (this work) ,26809.322999999997,memory_p1
120000,120000,120000,7776,COSMA (this work) ,28123.5055,memory_p1
123288,123288,123288,8192,COSMA (this work) ,23597.05,memory_p1
123288,123288,123288,8192,COSMA (this work) ,24068.990999999998,memory_p1
123288,123288,123288,8192,COSMA (this work) ,25484.814,memory_p1
130639,130639,130639,9216,COSMA (this work) ,25337.449999999997,memory_p1
130639,130639,130639,9216,COSMA (this work) ,24323.951999999997,memory_p1
130639,130639,130639,9216,COSMA (this work) ,27364.445999999996,memory_p1
148996,148996,148996,11988,COSMA (this work) ,37679.85,memory_p1
148996,148996,148996,11988,COSMA (this work) ,38433.447,memory_p1
148996,148996,148996,11988,COSMA (this work) ,39940.640999999996,memory_p1
174355,174355,174355,16384,COSMA (this work) ,39138.1,memory_p1
174355,174355,174355,16384,COSMA (this work) ,38355.337999999996,memory_p1
174355,174355,174355,16384,COSMA (this work) ,36398.433,memory_p1
177576,177576,177576,17028,COSMA (this work) ,42061.25,memory_p1
177576,177576,177576,17028,COSMA (this work) ,42902.475,memory_p1
177576,177576,177576,17028,COSMA (this work) ,39116.9625,memory_p1
184752,184752,184752,18432,COSMA (this work) ,38341.049999999996,memory_p1
184752,184752,184752,18432,COSMA (this work) ,36807.407999999996,memory_p1
184752,184752,184752,18432,COSMA (this work) ,40641.51299999999,memory_p1
12960,12960,12960,128,CARMA [21] ,3071.25,memory_p2
12960,12960,12960,128,CARMA [21] ,2948.4,memory_p2
12960,12960,12960,128,CARMA [21] ,2917.6875,memory_p2
16329,16329,16329,256,CARMA [21] ,1674.75,memory_p2
16329,16329,16329,256,CARMA [21] ,1708.245,memory_p2
16329,16329,16329,256,CARMA [21] ,1758.4875,memory_p2
20136,20136,20136,512,CARMA [21] ,6613.950000000001,memory_p2
20136,20136,20136,512,CARMA [21] ,6415.531500000001,memory_p2
20136,20136,20136,512,CARMA [21] ,7010.787000000001,memory_p2
25085,25085,25085,1024,CARMA [21] ,3426.15,memory_p2
25085,25085,25085,1024,CARMA [21] ,3323.3655,memory_p2
25085,25085,25085,1024,CARMA [21] ,3734.5035000000003,memory_p2
31422,31422,31422,2048,CARMA [21] ,2028.6000000000001,memory_p2
31422,31422,31422,2048,CARMA [21] ,2008.314,memory_p2
31422,31422,31422,2048,CARMA [21] ,1927.17,memory_p2
39590,39590,39590,4096,CARMA [21] ,6754.650000000001,memory_p2
39590,39590,39590,4096,CARMA [21] ,6552.0105,memory_p2
39590,39590,39590,4096,CARMA [21] ,7092.382500000001,memory_p2
49880,49880,49880,8192,CARMA [21] ,3929.1000000000004,memory_p2
49880,49880,49880,8192,CARMA [21] ,3811.2270000000003,memory_p2
49880,49880,49880,8192,CARMA [21] ,3575.481,memory_p2
62845,62845,62845,16384,CARMA [21] ,2101.05,memory_p2
62845,62845,62845,16384,CARMA [21] ,2017.0080000000003,memory_p2
62845,62845,62845,16384,CARMA [21] ,1953.9765000000002,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,2130,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,2044.8,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,1938.3,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,2079,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,2162.16,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,1975.05,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1754,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1718.92,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1894.32,memory_p2
15618,15618,15618,217,ScaLAPACK [51] ,2131,memory_p2
15618,15618,15618,217,ScaLAPACK [51] ,2173.62,memory_p2
15618,15618,15618,217,ScaLAPACK [51] ,2003.14,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,1906,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,1867.88,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,2020.36,memory_p2
16329,16329,16329,253,ScaLAPACK [51] ,2281,memory_p2
16329,16329,16329,253,ScaLAPACK [51] ,2372.24,memory_p2
16329,16329,16329,253,ScaLAPACK [51] ,2395.05,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,2215,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,2281.45,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,2347.9,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,1927,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,1888.46,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,1753.57,memory_p2
19198,19198,19198,433,ScaLAPACK [51] ,2306,memory_p2
19198,19198,19198,433,ScaLAPACK [51] ,2329.06,memory_p2
19198,19198,19198,433,ScaLAPACK [51] ,2490.48,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2335,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2381.7,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2475.1,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2254,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2231.46,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2073.68,memory_p2
20574,20574,20574,541,ScaLAPACK [51] ,2401,memory_p2
20574,20574,20574,541,ScaLAPACK [51] ,2304.96,memory_p2
20574,20574,20574,541,ScaLAPACK [51] ,2569.07,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2361,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2431.83,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2195.73,memory_p2
23874,23874,23874,865,ScaLAPACK [51] ,2512,memory_p2
23874,23874,23874,865,ScaLAPACK [51] ,2411.52,memory_p2
23874,23874,23874,865,ScaLAPACK [51] ,2336.16,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2675,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2621.5,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2461.0,memory_p2
24494,24494,24494,937,ScaLAPACK [51] ,2558,memory_p2
24494,24494,24494,937,ScaLAPACK [51] ,2609.16,memory_p2
24494,24494,24494,937,ScaLAPACK [51] ,2327.78,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2654,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2627.46,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2415.14,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2450,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2548.0,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2572.5,memory_p2
25922,25922,25922,1117,ScaLAPACK [51] ,3468,memory_p2
25922,25922,25922,1117,ScaLAPACK [51] ,3537.36,memory_p2
25922,25922,25922,1117,ScaLAPACK [51] ,3259.92,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2565,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2462.4,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2411.1,memory_p2
27207,27207,27207,1297,ScaLAPACK [51] ,2907,memory_p2
27207,27207,27207,1297,ScaLAPACK [51] ,2877.93,memory_p2
27207,27207,27207,1297,ScaLAPACK [51] ,2674.44,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,3894,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,4049.76,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,3621.42,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3174,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3142.26,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3396.18,memory_p2
32141,32141,32141,2161,ScaLAPACK [51] ,3091,memory_p2
32141,32141,32141,2161,ScaLAPACK [51] ,3121.91,memory_p2
32141,32141,32141,2161,ScaLAPACK [51] ,2874.63,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,4820,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,4868.2,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,5157.4,memory_p2
32659,32659,32659,2269,ScaLAPACK [51] ,3227,memory_p2
32659,32659,32659,2269,ScaLAPACK [51] ,3097.92,memory_p2
32659,32659,32659,2269,ScaLAPACK [51] ,3001.11,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,3149,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,3243.47,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,2897.08,memory_p2
35327,35327,35327,2881,ScaLAPACK [51] ,3402,memory_p2
35327,35327,35327,2881,ScaLAPACK [51] ,3333.96,memory_p2
35327,35327,35327,2881,ScaLAPACK [51] ,3231.9,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3683,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3756.66,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3867.15,memory_p2
36992,36992,36992,3313,ScaLAPACK [51] ,3669,memory_p2
36992,36992,36992,3313,ScaLAPACK [51] ,3522.24,memory_p2
36992,36992,36992,3313,ScaLAPACK [51] ,3962.52,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,3759,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,3871.77,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,3420.69,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,9624,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,10008.96,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,9046.56,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,10408,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,10720.24,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,10928.4,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,3955,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,3994.55,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,4310.95,memory_p2
47828,47828,47828,7201,ScaLAPACK [51] ,4261,memory_p2
47828,47828,47828,7201,ScaLAPACK [51] ,4175.78,memory_p2
47828,47828,47828,7201,ScaLAPACK [51] ,4474.05,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,5563,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,5729.89,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,5284.85,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4608,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4469.76,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4884.48,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,4350,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,4393.5,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,4698.0,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,15498,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,15807.96,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,14723.1,memory_p2
51844,51844,51844,9181,ScaLAPACK [51] ,6104,memory_p2
51844,51844,51844,9181,ScaLAPACK [51] ,6348.16,memory_p2
51844,51844,51844,9181,ScaLAPACK [51] ,6470.24,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4546,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4409.62,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4273.24,memory_p2
56593,56593,56593,11953,ScaLAPACK [51] ,5833,memory_p2
56593,56593,56593,11953,ScaLAPACK [51] ,5949.66,memory_p2
56593,56593,56593,11953,ScaLAPACK [51] ,5424.69,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,5226,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,5278.26,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,4807.92,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,5306,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,5518.24,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,4987.64,memory_p2
63617,63617,63617,16993,ScaLAPACK [51] ,5104,memory_p2
63617,63617,63617,16993,ScaLAPACK [51] ,5052.96,memory_p2
63617,63617,63617,16993,ScaLAPACK [51] ,4644.64,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,5343,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,5182.71,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,5823.87,memory_p2
65319,65319,65319,18397,ScaLAPACK [51] ,5354,memory_p2
65319,65319,65319,18397,ScaLAPACK [51] ,5461.08,memory_p2
65319,65319,65319,18397,ScaLAPACK [51] ,5835.86,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,4841,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,4792.59,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,5131.46,memory_p2
12960,12960,12960,109,CTF [47] ,3201,memory_p2
12960,12960,12960,109,CTF [47] ,3168.99,memory_p2
12960,12960,12960,109,CTF [47] ,2976.93,memory_p2
12960,12960,12960,128,CTF [47] ,1695,memory_p2
12960,12960,12960,128,CTF [47] ,1762.8,memory_p2
12960,12960,12960,128,CTF [47] ,1576.35,memory_p2
12960,12960,12960,144,CTF [47] ,1485,memory_p2
12960,12960,12960,144,CTF [47] ,1544.4,memory_p2
12960,12960,12960,144,CTF [47] ,1351.35,memory_p2
15618,15618,15618,217,CTF [47] ,2605,memory_p2
15618,15618,15618,217,CTF [47] ,2500.8,memory_p2
15618,15618,15618,217,CTF [47] ,2396.6,memory_p2
15618,15618,15618,252,CTF [47] ,2001,memory_p2
15618,15618,15618,252,CTF [47] ,2081.04,memory_p2
15618,15618,15618,252,CTF [47] ,1900.95,memory_p2
16329,16329,16329,253,CTF [47] ,2684,memory_p2
16329,16329,16329,253,CTF [47] ,2710.84,memory_p2
16329,16329,16329,253,CTF [47] ,2522.96,memory_p2
16329,16329,16329,256,CTF [47] ,2086,memory_p2
16329,16329,16329,256,CTF [47] ,2002.56,memory_p2
16329,16329,16329,256,CTF [47] ,1898.26,memory_p2
16329,16329,16329,288,CTF [47] ,1990,memory_p2
16329,16329,16329,288,CTF [47] ,1970.1,memory_p2
16329,16329,16329,288,CTF [47] ,2169.1,memory_p2
19198,19198,19198,433,CTF [47] ,7641,memory_p2
19198,19198,19198,433,CTF [47] ,7488.18,memory_p2
19198,19198,19198,433,CTF [47] ,7182.54,memory_p2
19198,19198,19198,468,CTF [47] ,2824,memory_p2
19198,19198,19198,468,CTF [47] ,2880.48,memory_p2
19198,19198,19198,468,CTF [47] ,2682.8,memory_p2
20136,20136,20136,512,CTF [47] ,2631,memory_p2
20136,20136,20136,512,CTF [47] ,2657.31,memory_p2
20136,20136,20136,512,CTF [47] ,2788.86,memory_p2
20574,20574,20574,541,CTF [47] ,8913,memory_p2
20574,20574,20574,541,CTF [47] ,8645.61,memory_p2
20574,20574,20574,541,CTF [47] ,9536.91,memory_p2
20574,20574,20574,576,CTF [47] ,2581,memory_p2
20574,20574,20574,576,CTF [47] ,2477.76,memory_p2
20574,20574,20574,576,CTF [47] ,2787.48,memory_p2
23874,23874,23874,865,CTF [47] ,7337,memory_p2
23874,23874,23874,865,CTF [47] ,7263.63,memory_p2
23874,23874,23874,865,CTF [47] ,7997.33,memory_p2
23874,23874,23874,900,CTF [47] ,3332,memory_p2
23874,23874,23874,900,CTF [47] ,3398.64,memory_p2
23874,23874,23874,900,CTF [47] ,3598.56,memory_p2
24494,24494,24494,937,CTF [47] ,13475,memory_p2
24494,24494,24494,937,CTF [47] ,13340.25,memory_p2
24494,24494,24494,937,CTF [47] ,12397.0,memory_p2
24494,24494,24494,972,CTF [47] ,3962,memory_p2
24494,24494,24494,972,CTF [47] ,4080.86,memory_p2
24494,24494,24494,972,CTF [47] ,3763.9,memory_p2
25085,25085,25085,1024,CTF [47] ,3537,memory_p2
25085,25085,25085,1024,CTF [47] ,3678.48,memory_p2
25085,25085,25085,1024,CTF [47] ,3289.41,memory_p2
25922,25922,25922,1117,CTF [47] ,14177,memory_p2
25922,25922,25922,1117,CTF [47] ,14744.08,memory_p2
25922,25922,25922,1117,CTF [47] ,13326.38,memory_p2
25922,25922,25922,1152,CTF [47] ,3844,memory_p2
25922,25922,25922,1152,CTF [47] ,3882.44,memory_p2
25922,25922,25922,1152,CTF [47] ,4151.52,memory_p2
27207,27207,27207,1297,CTF [47] ,17186,memory_p2
27207,27207,27207,1297,CTF [47] ,16670.42,memory_p2
27207,27207,27207,1297,CTF [47] ,16154.84,memory_p2
27207,27207,27207,1332,CTF [47] ,6275,memory_p2
27207,27207,27207,1332,CTF [47] ,6086.75,memory_p2
27207,27207,27207,1332,CTF [47] ,5710.25,memory_p2
31422,31422,31422,2048,CTF [47] ,5814,memory_p2
31422,31422,31422,2048,CTF [47] ,5930.28,memory_p2
31422,31422,31422,2048,CTF [47] ,5290.74,memory_p2
32141,32141,32141,2161,CTF [47] ,23618,memory_p2
32141,32141,32141,2161,CTF [47] ,24326.54,memory_p2
32141,32141,32141,2161,CTF [47] ,25507.44,memory_p2
32141,32141,32141,2196,CTF [47] ,6024,memory_p2
32141,32141,32141,2196,CTF [47] ,6204.72,memory_p2
32141,32141,32141,2196,CTF [47] ,5722.8,memory_p2
32659,32659,32659,2269,CTF [47] ,26560,memory_p2
32659,32659,32659,2269,CTF [47] ,27356.8,memory_p2
32659,32659,32659,2269,CTF [47] ,28684.8,memory_p2
32659,32659,32659,2304,CTF [47] ,5953,memory_p2
32659,32659,32659,2304,CTF [47] ,6072.06,memory_p2
32659,32659,32659,2304,CTF [47] ,6429.24,memory_p2
35327,35327,35327,2881,CTF [47] ,13049,memory_p2
35327,35327,35327,2881,CTF [47] ,12788.02,memory_p2
35327,35327,35327,2881,CTF [47] ,13962.43,memory_p2
35327,35327,35327,2916,CTF [47] ,6433,memory_p2
35327,35327,35327,2916,CTF [47] ,6304.34,memory_p2
35327,35327,35327,2916,CTF [47] ,6883.31,memory_p2
36992,36992,36992,3313,CTF [47] ,35687,memory_p2
36992,36992,36992,3313,CTF [47] ,36757.61,memory_p2
36992,36992,36992,3313,CTF [47] ,38541.96,memory_p2
36992,36992,36992,3348,CTF [47] ,11940,memory_p2
36992,36992,36992,3348,CTF [47] ,12178.8,memory_p2
36992,36992,36992,3348,CTF [47] ,13014.6,memory_p2
39590,39590,39590,4096,CTF [47] ,7187,memory_p2
39590,39590,39590,4096,CTF [47] ,7474.48,memory_p2
39590,39590,39590,4096,CTF [47] ,6683.91,memory_p2
41148,41148,41148,4573,CTF [47] ,18191,memory_p2
41148,41148,41148,4573,CTF [47] ,18554.82,memory_p2
41148,41148,41148,4573,CTF [47] ,19828.19,memory_p2
41148,41148,41148,4608,CTF [47] ,10228,memory_p2
41148,41148,41148,4608,CTF [47] ,9818.88,memory_p2
41148,41148,41148,4608,CTF [47] ,10841.68,memory_p2
47828,47828,47828,7201,CTF [47] ,25151,memory_p2
47828,47828,47828,7201,CTF [47] ,24647.98,memory_p2
47828,47828,47828,7201,CTF [47] ,23390.43,memory_p2
47828,47828,47828,7236,CTF [47] ,6529,memory_p2
47828,47828,47828,7236,CTF [47] ,6724.87,memory_p2
47828,47828,47828,7236,CTF [47] ,6986.03,memory_p2
48989,48989,48989,7741,CTF [47] ,69373,memory_p2
48989,48989,48989,7741,CTF [47] ,68679.27,memory_p2
48989,48989,48989,7741,CTF [47] ,63129.43,memory_p2
48989,48989,48989,7776,CTF [47] ,10569,memory_p2
48989,48989,48989,7776,CTF [47] ,10251.93,memory_p2
48989,48989,48989,7776,CTF [47] ,9934.86,memory_p2
49880,49880,49880,8192,CTF [47] ,12938,memory_p2
49880,49880,49880,8192,CTF [47] ,12549.86,memory_p2
49880,49880,49880,8192,CTF [47] ,11902.96,memory_p2
51844,51844,51844,9181,CTF [47] ,72682,memory_p2
51844,51844,51844,9181,CTF [47] ,73408.82,memory_p2
51844,51844,51844,9181,CTF [47] ,76316.1,memory_p2
51844,51844,51844,9216,CTF [47] ,10469,memory_p2
51844,51844,51844,9216,CTF [47] ,10259.62,memory_p2
51844,51844,51844,9216,CTF [47] ,11201.83,memory_p2
56593,56593,56593,11953,CTF [47] ,90878,memory_p2
56593,56593,56593,11953,CTF [47] ,88151.66,memory_p2
56593,56593,56593,11953,CTF [47] ,84516.54,memory_p2
56593,56593,56593,11988,CTF [47] ,5861,memory_p2
56593,56593,56593,11988,CTF [47] ,5626.56,memory_p2
56593,56593,56593,11988,CTF [47] ,5333.51,memory_p2
62845,62845,62845,16384,CTF [47] ,12494,memory_p2
62845,62845,62845,16384,CTF [47] ,11994.24,memory_p2
